X,Y,FID,LONGITUDE,LATITUDE,NAV_UNIT_I,UNLOCODE,NAV_UNIT_N,LOCATION_D,FACILITY_T,STREET_ADD,CITY_OR_TO,STATE_POST,ZIPCODE,COUNTY_NAM,COUNTY_FIP,CONGRESS,CONGRESS_F,WTWY_NAME,PORT_NAME,PSA_NAME,MILE,BANK,LATITUDE1,LONGITUDE1,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NO,RAILWAY_NO,LOCATION,DOCK,COMMODITIE,CONSTRUCTI,MECHANICAL,REMARKS,VERTICAL_D,DEPTH_MIN,DEPTH_MAX,BERTHING_L,BERTHING_T,DECK_HEIGH,DECK_HEI_1,SERVICE_IN,SERVICE_TE
-13638276.2451,6227859.0434,16900,-122.51472,48.722222,0U6U,BLI,"MARITIME CONTRACTORS,BELLINGHAM PIER","Northeast shore of Bellingham Bay, Bellingham, at north side of foot of Harris Avenue extended.",Dock,210 Harris Avenue,Bellingham,WA,98225,Whatcom,73,112,02,"Bellingham Bay and Harbor, WA","Bellingham, WA", ,10.0,NE,48.722222,-122.51472,"Current Operator: Maritime Contractors, Inc. Phone: 360/647-0080 FAX: 360/647-8998",Current Owner: Port of Bellingham.,Mooring floating drydocks and vessels for repair.,"Via plant road, gravel, various widths; from end of Harris Avenue and 12th Street (State Highway 11),  each asphalt, 24 feet wide.",None.,91287,185,"Gasoline, Jet Fuel, Kerosene","Part timber-and-steel-pile, part timber- and concrete- decked pier.","One 25- and one 17-ton, diesel mobile cranes with 60- and 120-foot booms, respectively; and one 65-ton crane mounted on barge with 123-foot boom.","Shop building is located at inner end of pier with marine-repair plant at rear of pier. A 1,000-ton floating drydock is located at west side of pier, with 700-ton marine railway at inner end of west side. Another 3,000-ton floating drydock is at face of",MLLW (Mean Lower Low Water),40,40,700,1200,17,17,01-JAN-1990, 
-13605776.5197,6103250.9748,16904,-122.22277,47.978333,0U6V,PAE,"PORT OF EVERETT, HEWITT AVENUE TERMINAL, PIER 1","Possession Sound/Port Gardner, Everett, at south side of foot of Hewitt Avenue extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.978333,-122.22277, ,Current Owner and Operator: Port of Everett. Phone: 206/259-3164 FAX: 206-252-7366,Receipt and shipment of conventional-and-containerized general cargo in foreign-and-domestic trade; receipt and shipment of lumber and steel products; and shipment of perishable food commodities.,"Via Terminal Street, asphalt, 40 feet wide; from Hewitt Avenue, asphalt, 60 feet wide.",Two surface tracks on north apron; and two surface tracks along center of pier connect with Burlington Northern Sante Fe Railroad.,91249,65,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil","Concrete pile, concrete-decked pier; fronted by rubber- cushioned timber-fender system.","One 35-ton, diesel crawler crane with 100-foot boom for handling containers. Additional stevedore rental equipment available as required.",-,MLLW (Mean Lower Low Water),45,45,600,1340,18,18,01-JAN-1990, 
-13605468.1648,6103481.961,16906,-122.22,47.979722,0U6W,PAE,"PORT OF EVERETT, HEWITT WHARF(PERISHABLE FOODS)","Possession Sound/Port Gardner, Everett, at foot of Hewitt Avenue extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.979722,-122.22, ,Current Owner and Operator: Port of Everett. Phone: 206/259-3164 FAX: 206-252-7366,Shipment of perishable food commodities; mooring barges.,"Via Terminal Street, asphalt, 40 feet wide; from Hewitt Avenue, asphalt, 60 feet wide.",None.,91249,67,Food and Farm Products,Concrete-capped steel-sheet-pile bulkhead with asphalt- surfaced solid fill; fronted by timber-fender system.,Stevedore rental equipment available as required.,"One 36,000-square-foot steel-frame building at rear is used as on-dock cold-storage facility; building is equipped with an ammonia refrigeration system.",MLLW (Mean Lower Low Water),25,25,830,830,18,18,01-JAN-1990, 
-13605498.221,6104036.4198,16909,-122.22027,47.983056,0U6X,PAE,"PORT OF EVERETT,LOG HANDING FACILITY","Possession Sound/Port Gardner, Everett, at foot of Everett Avenue extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.983056,-122.22027,Current Operator: Dunlap Towing Co. Phone: 206/252-6614 FAX: 206-258-8165,Current Owner: Port of Everett.,Receipt of rafted logs; and shipment of logs by vessel.,"Via plant road, unpaved, various widths; through storage yard from foot of California Avenue, asphalt, 40 feet wide.",None.,91249,68,"Forest Products, Lumber, Logs, Woodchips","Steel H-beam skidway with timber pile, concrete-surfaced craneway at row of six timber-pile dolphins.","Two 25- and one 15-ton, diesel log-stackers; and one 35-ton, electric-traveling revolving gantry crane with 110-foot boom.  Log slide (tram), along stone-revetted bank south of craneway, handles logs between shore and adjacent boom area.","See Remarks under Port of Everett, Hewitt Avenue Terminal, Pier No. 3 (Ref. No. 73).",MLLW (Mean Lower Low Water), , ,50,50,18,18,01-JAN-1990, 
-13605591.7294,6103759.1859,16911,-122.22111,47.981389,0U6Y,PAE,"PORT OF EVERETT HEWITT AVENUE TERMINAL, PIER NO. 3","Possession Sound/Port Gardner, Everett, at foot of California Avenue extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.981389,-122.22111, ,Current Owner and Operator: Port of Everett. Phone: 206/259-3164 FAX: 206-252-7366,Receipt and shipment of conventional general cargo; receipt of alumina; and shipment of logs and lumber.,"Via Terminal Street, asphalt, 40 feet wide; from Hewitt Avenue, asphalt, 60 feet wide.",One 7-car-capacity surface track serves alumina-loading facility; connects with Burlington Northern Sante Fe Railroad.,91249,69,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Mate","Concrete pile, asphalt-surfaced precast concrete-decked pier; fronted by rubber-cushioned timber-fender system.","One mobile, pneumatic unloader on south side of pier,  capable of traveling full length of pier, is served by a 52-inch, electric belt-conveyor extending to storage dome and railcar-loading facility at rear; rate 
600 tons per hour. Use of crawler crane","Logs are loaded onto vessels from water; and lumber to barges all by ships gear. Approximately 15 acres of open storage area for logs is located at rear. A  55,000-ton steel frame, aluminum-covered storage dome for lumber is located at rear of company-ow",MLLW (Mean Lower Low Water),40,40,780,1650,19,19,01-JAN-1990, 
-13605405.8258,6103712.9534,16916,-122.21944,47.981111,0U6Z,PAE,"FOSS MARITIME CO.,EVERETT DOCK","Possession Sound/Port Gardner, Everett, at south side of foot of Everett Avenue extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.981111,-122.21944,Current Operator: Foss Maritime Co. Phone: 206-281-3800 FAX: 206-281-4702,Current Owner: Port of Everett.,Mooring company-owned tugs and floating equipment.,"Via Terminal Street, asphalt, 40 feet wide; from Hewitt Avenue, asphalt, 60 feet wide.",None.,91249,70, ,"Timber floats at inner end of north side of adjacent Port of Everett, Hewitt Avenue Terminal, Pier No. 3 (Ref. 
No. 73), with 50- by 3-foot catwalk approach.",None.,-,MLLW (Mean Lower Low Water),20,20,175,275, , ,01-JAN-1990, 
-13604786.8895,6106161.6226,16919,-122.21388,47.995833,0U70,PAE,"PORT OF EVERETT, PIERS P AND Q SOUTH.","Possession Sound/Port Gardner, Everett, at north side of foot of 17th Street extended.",Dock,1702 W. Marine View Drive,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.995833,-122.21388, ,Current Owner and Operator: Port of Everett. Phone: 206/259-3164 FAX: 206-252-7366,Mooring fishing vessels.,"Via plant road, asphalt, 30 feet wide; from West Marine View Drive, asphalt, 40-60 feet wide.",None.,91249,83,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactured Equipment, Machinery and Products","U-shaped arrangement of concrete floats with parallel legs extending south-to-north, with 50- by 4-foot ramp approach; additional float at inner east end used for handling nets.",None.,-,MLLW (Mean Lower Low Water),10,10,110,4510, , ,01-JAN-1990, 
-13621515.9825,6049557.9619,16927,-122.36416,47.654444,0ULZ,SEA,KVICHAK MARINE INDUSTRIES WHARF,"North side of Lake Washington Ship Canal, Seattle, approximately 0.6 mile above Ballard Bridge, above foot of 6th Avenue N.W.",Dock,469 N.W. Bowdoin Place.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.654444,-122.36416, ,"Current Owner and Operator: Kvichak Marine Industries, Inc. Phone: 206-545-8485 FAX: 206-545-3504",Mooring newly-constructed vessels.,"Via N.W. Bowdoin Place, concrete, 40 feet wide; from Leary Way N.W., dual lane, each asphalt, 40 feet wide.",None.,91217,908, ,"Part timber- and concrete-block bulkhead with solid fill at natural bank, with row of timber-breasting piles.",None.,"Vessels are constructed in a steel frame, metal-covered building at rear.  Open storage area on apron has approxi- mately 6,000 square feet.",MWL (Mean Water Level),4,4,350,350,7,7,01-JAN-1990, 
-13623711.2029,6051164.9387,16935,-122.38388,47.664167,0UM2,SEA,"COVICH-WILLIAMS CO., BALLARD MARINE PLANT PIERS","North shore of Salmon Bay, Seattle, approximately O.4 mile east of entrance to north Hiram M. Chittenden Lock.",Dock,5219 Shilshole Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.664167,-122.38388, ,"Current Owner and Operator: Covich-Williams Co., Inc. Phone: 206-784-0171 FAX: 206-782-7329","Fueling fishing boats, tugs, and other vessels with gasoline and diesel fuel; supplying vessels with drummed and tanked lube oil.","Via plant road, asphalt, 18 feet wide; from Shilshole Avenue N.W., dual lane, each concrete, 30 feet wide.",None.,91217,955,Fish,"Timber pile, part timber- and concrete-decked 100- by 30-foot wharf with two parallel timber pile, timber-decked piers spaced 40 feet apart.","One 3- and one 2-ton, diesel forklift trucks.","Two 3-inch pipelines on lower pier; and two 3-inch pipe- lines on upper pier each extend from wharf to four steel storage tanks at rear; total capacity 1,900 barrels.",MWL (Mean Water Level),25,29,158,512,5,5,01-JAN-1990, 
-13617774.5345,6048410.4698,16943,-122.33055,47.6475,0UM5,SEA,UNION BAY FABRICATION WHARF AND MOORING,"North shore of Lake Union, Seattle, approximately 0.5 mile below Interstate Highway 5 Bridge, at foot of N. 34th Street extended.",Dock,2151-2171 N. Northlake Way.,Seattle,WA,98103,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.6475,-122.33055,Current Operator: Union Bay Fabrication and other tenants. Phone: 206-545-0654 FAX: 206-545-0655,Current Owner: Emerald Landing.,Mooring vessels for conversion and repair; mooring vessels.,"Via driveway, asphalt, 24 feet wide; from N. North- lake Way, dual lane, each asphalt, 24 feet wide.",None.,91218,861, ,"Part steel-and-timber-pile, concrete-decked wharf extending from steel-sheet-pile bulkhead with concrete- surfaced solid fill, with row of six timber-breasting dolphins at angle from lower end and row of dolphins  along upper side of pier adjacent to mar",Stevedore rental equipment is available as required.,"Offices, shops, and storage facilities are located in marine-repair plant at rear.",MWL (Mean Water Level),19,35,375,720,8,8,01-JAN-1990, 
-13605035.1319,6106623.7579,16949,-122.21611,47.998611,0U7B,PAE,"FISHERMAN'S BOAT SHOP,EVERETT MOORING","Possession Sound/Port Gardner, Everett, between foot of 14th and 15th Streets extended.",Dock,1016 Fourteenth Street,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,47.998611,-122.21611,"Current Operator: Fisherman's Boat Shop, Inc. Phone: 425/259-0137 FAX: 425-258-2298",Current Owner: Port of Everett.,Mooring small vessels for repair.,"Via 14th Street, from West Marine View Drive, each asphalt, 24 and 40 feet wide, respectively.",None.,91250,155,"Units (Ferried Autos, Passengers, Railway Cars) | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified","Pier formed by line of timber floats anchored to timber piles extending from 450-foot, concrete-capped timber bulkhead with asphalt-surfaced solid fill.","One 30- and one 15-ton, diesel mobile cranes with 95- and 40-foot booms, respectively; and one 10-ton, gasoline mobile crane with 60-foot boom.","Fisherman's Boat Shop, Inc.: One 400-ton marine railway is located along inner end of south side of floats;  marine-repair shop and open-boat storage yard at rear. 
Port of Everett: Operates a 35- and 30-ton, gasoline mobile-vertical-boat-lifts north of",MLLW (Mean Lower Low Water),13,13,275,550, , ,01-JAN-1990, 
-13618517.0355,6048135.0217,16950,-122.33722,47.645833,0UM7,SEA,METRO LAKE UNION FUEL FACILITY PIERS,"North shore of Lake Union, Seattle, approximately 0.4 mile above Aurora Avenue N. (George Washington Memorial) Bridge.",Dock,1475 N. Northlake Way.,Seattle,WA,98103,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.645833,-122.33722, ,"Current Owner: Municipality of Metropolitan Seattle, King County. Phone: 206-684-1828",Not used.,"Via N. Northlake Place, asphalt, 30 feet wide; from N. Northlake Way, dual lane, each asphalt, 24 feet wide.",None.,91218,872, ,"One 95-foot-long timber pile, timber-decked wharf with two parallel timber pile, concrete-decked piers, spaced 65 feet apart, extending from face. One 14- by 29-foot platform, elevated 11 feet above wharf deck, extended to warehouse door at rear.",One mast-and-boom derrick with 10-foot boom was not in use at time of survey.,"At time of '82 survey, piers were in use for receipt of diesel fuel by barge; however at time of '92 survey, operation had shut down and the diesel-fuel lines were blanked and storage tanks emptied. When operational,
two 6- and one 2 1/2-inch pipelines e",MWL (Mean Water Level),40,40,127,498,5,5,01-JAN-1990, 
-13605251.0917,6107132.1688,16952,-122.21805,48.001667,0U7C,PAE,"PORT OF EVERETT, 12TH STREET BARGE TERMINAL.","Possession Sound/Port Gardner, Everett, at foot of 12th Street extended.",Dock, ,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,48.001667,-122.21805, ,Current Owner and Operator: Port of Everett. Phone: 206-259-3164 FAX: 206-252-7366,Mooring vessels and barges.,"Via 13th Street, asphalt, 24 feet wide; from West Marine View Drive, asphalt, 40 feet wide.",None.,91250,159,"All Manufactured Equipment, Machinery and Products","Concrete pile, concrete-decked wharf with row of three timber-pile mooring dolphins perpendicular to south end of face, connected by an 85- by 3-foot timber catwalk extending to stone-revetted bank on south side.  Wharf fronted by timber-fender system.",None.,"Barges berth end-to face along row of breasting dolphins.  
Approximately 4 acres of open storage area is located at rear.",MLLW (Mean Lower Low Water),20,20,290,290,18,18,01-JAN-1990, 
-13604941.6236,6109766.7053,16953,-122.21527,48.0175,0U7D,PAE,"NORD, EVERETT PIER","Possession Sound/Port Gardner, Everett, adjacent to mouth of Snohomish River.",Dock,300 W. Marine View Drive,Everett,WA,98201,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0, ,48.0175,-122.21527, ,"Current Owner and Operator: Jeld-Wen of Everett, Nord Division. Phone: 206/259-9292 FAX: 206/252-3269",Receipt of lumber.,"Via plant road, unpaved, 20 feet wide; from West Marine View Drive, asphalt, 40 feet wide.",One unused surface track serving plant at rear; connects with Burlington Northern Sante Fe Railroad.,91250,193,"Forest Products, Lumber, Logs, Woodchips","Concrete pile, concrete-decked pier.","Five 11-ton, diesel forklift trucks.",Approximately 3 acres of open storage area is located at rear for rough green lumber; plant at rear of pier specializes in the manufacture of wooden doors.,MLLW (Mean Lower Low Water),30,30,200,200,18,18,01-JAN-1990, 
-13603828.4287,6110552.5804,16956,-122.20527,48.022222,0U7E,PAE,"MILLER SHINGLE CO,SMITH ISLAND LOG YARD 3 LOG DUMP","Right bank, Snohomish River, Everett, at mouth of Smith Island.",Dock,2326 NE 28th Street,Everett,WA,98205,Snohomish,61,112,02,"Everett Harbor, WA","Port of Everett, WA", ,1.0,Right,48.022222,-122.20527, ,"Current Owner and Operator: Miller Shingle Co., Inc. Phone: 206/691-7727/259-1977 FAX: 206/259-1977",Places logs into adjacent log-boom area for rafting.,"Via plant road, gravel, 12 feet wide; from State Highway 529, asphalt, various widths.",None.,91250,195,"Forest Products, Lumber, Logs, Woodchips",Rock-revetted ramp.,"One 40-ton, diesel log-stacker.",Approximately 15 acres of open storage area is located in rear.,MLLW (Mean Lower Low Water), , , , , , ,01-JAN-1990, 
-13602746.4032,6109812.9704,16959,-122.19555,48.017778,0U7F,PAE,"WEYERHAEUSER CO.,EVERETT WHALF","Right bank, Snohomish River, Everett, approxi- mately 1,200 feet below Burlington Northern Sante Fe Railroad Bridge.",Dock,101 E. Marine View Drive,Everett,WA,98201,Snohomish,61,112,02,"Snohomish River, WA","Port of Everett, WA", ,4.0,Left,48.017778,-122.19555, ,Current Owner: Weyerhaeuser Co. Phone: 206/339-2857 FAX: 206-339-2786,Not used.,"Via plant road, asphalt, 15 feet wide; from timber trestle over railroad tracks from E. Marine View Drive, asphalt, 30 feet wide.",None.,91247,24, ,"Timber pile, timber-decked offshore wharf with 85- by 10-foot approach to upper end.",None.,"At time of '86 survey, wharf was in use for receipt of vanillin liquor and of fuel oil; however at time of 
'97 survey, operation had shut down and the lines were blanked and storage tanks emptied. When operational, one 6-inch vanillin-liquor pipeline ex",MLLW (Mean Lower Low Water),5,5,195,195,20,20,01-JAN-1990, 
-13600086.9806,6104729.2942,16962,-122.17166,47.987222,0U7G,PAE,KIMBERLY-CLARK CORP-RIVERSIDE WOODPLANT LOG DMP&LF,"Left bank, Snohomish River, Everett, approximately 0.5 mile above Interstate Highway 5 Bridge.",Dock,3703 Railway Avenue,Everett,WA,98201,Snohomish,61,112,02,"Snohomish River, WA","Port of Everett, WA", ,6.0,Left,47.987222,-122.17166, ,Current Owner and Operator: Kimberly-Clark Corp. Phone: 206/259-7385 FAX: 206/259-7912,Receipt of rafted logs.,"Via plant road, asphalt, 24 feet wide; from Railway Avenue, asphalt, various widths.",One surface track serves open storage area; connects with Burlington Northern Sante Fe Railroad.,91247,111,"Forest Products, Lumber, Logs, Woodchips","One timber pile, concrete-decked platform with two steel, concrete-supported log-skidways.","One 60-, one 45-, and one 25-ton, diesel log-stackers.","Company-owned vessels moor to a 30- by 15-foot timber 
float approximately 1,000 feet downstream. Approximately 58 acres of open storage area is located in rear.",MLLW (Mean Lower Low Water),7,7, , ,15,15,01-JAN-1990, 
-13623742.3724,6051210.7245,16981,-122.38416,47.664444,0UMJ,SEA,SALMON BAY SAND & GRAVEL CO. WHARF.,"North shore of Salmon Bay, Seattle, approximately O.4 mile east of entrance to north Hiram M. Chittenden Lock.",Dock,5229 Shilshole Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.664444,-122.38416, ,"Current Owner and Operator: Salmon Bay Sand & Gravel Co., Inc. Phone: 206-784-1234 FAX: 206-781-0984",Receipt of sand and gravel by barge.,"Via plant road, gravel, 20 feet wide; from Shilshole Avenue N.W., dual lane, each concrete, 30 feet wide.",One carfloor-level track at rear of warehouse joins trackage of Ballard Terminal Railroad.,91217,957,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Other Non-Metal. Min.","Steel pile, concrete-slab bulkhead with solid fill, with  row of timber-breasting dolphins extending perpendicular to face.","Two 50-ton, diesel crawler cranes, each with 2-cubic-yard clamshell bucket on 75-foot boom, operating one at a time on upper side; unloading rate 300 tons per hour. Crane unloads material into adjacent, 1,200-ton open storage area served by a 24-inch, el","One 50- by 14-foot concrete-settling basin at face of wharf, with row of dolphins 62�feet out from lower end of basin.  Upper side forms 50-foot-wide slip with lower side of adjacent Covich-Williams Co., Ballard Marine Plant Piers (Ref. No. 94).",MLLW (Mean Lower Low Water),21,21,300,450,4,8,01-JAN-1990, 
-13624577.2685,6051578.1767,16985,-122.39166,47.666667,0UML,SEA,"STABBERT MARINE & INDUSTRIAL, YACHT AND SHIPYARD","North shore of Salmon Bay, Seattle, approximately 700 feet northeast of entrance to north Hiram M. Chittenden Lock.",Dock,2629 N.W. 54th Street.,Seattle,WA,98107,King,33,116,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.666667,-122.39166,"Current Operator: Stabbert Marine & Industrial, LLC","Current Owner: Barnacle Point, a subsidiary of All Alaska Seafood Ventures.",Mooring floating drydock; and small vessels for outfitting and repair.,"Via driveway, gravel, 15 feet wide; from foot of 26th Avenue N.W., dual lane, each asphalt, various widths; and N.W. Market Street, asphalt, 50 feet wide.",One surface track serving plant in rear; connects with  trackage of Burlington Northern Santa Fe Railway.,91217,974, ,"Timber pile, timber-decked pier extending from steel bulkhead with concrete-surfaced solid fill, with walkway extending to Floating Drydock No. 1 above pier; drydock has capacity for 1,200 tons.","One 30-ton floating crane with 100-foot boom; and one 
40- and one 8-ton, diesel mobile cranes with 100- and 30-foot booms, respectively.","Approximately 200 feet of berthing space is available along walkway; and another 210 feet is shared with adja- cent Ballard Oil Co., West Pier (Ref. No. 86) along lower side of row of timber-breasting dolphins at outer portion of that pier, all in 15-24",MWL (Mean Water Level),22,23,420,810,5,5,01-JAN-1990, 
-13624794.3416,6051532.2236,16988,-122.39361,47.666389,0UMM,SEA,"JACOBSON TERMINALS, PIERS AND WHARF","North shore of Salmon Bay, Seattle, approximately 500 feet north of entrance to North Lock.",Dock,5350 30th Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.666389,-122.39361,"Current Operator: Jacobson Terminals, Inc. and various lessees. Phone: 206-782-1618 FAX: 206-789-2851","Current Owner: Jacobson Terminals, Inc.",Mooring miscellaneous floating equipment; and small vessels.,"Via private driveway, unpaved, various widths; from 30th Avenue N.W., dual lane, each asphalt, various widths; and N.W. 54th Street, asphalt, 50 feet wide.",Surface track at rear of property connects with trackage of of Burlington Northern Santa Fe Railway.,91217,978, ,"Timber pile, concrete-decked wharf extending from timber bulkhead with concrete-/asphalt-surfaced solid fill with two parallel timber pile, concrete-decked piers, spaced 
80 feet apart; and row of concrete floats at wharf. 
Another steel-sheet-pile bulkh",Stevedore rental equipment is available as required.,Approximately 1.1 acres of open storage area is located in rear of bulkhead.,MWL (Mean Water Level),20,20,550,1670,4,4,01-JAN-1990, 
-13618826.5036,6048318.5977,16993,-122.34,47.646944,0UMN,SEA,LAKE UNION YACHT CENTER PIER,"North shore of Lake Union, Seattle, approxi- mately 0.2 mile above Aurora Avenue N. (George Washington Memorial) Bridge, 500 feet above foot of Stone Way.",Dock,1341 N. Northlake Way.,Seattle,WA,98103,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,3.0,North,47.646944,-122.34,Current Operator: Lake Union Yacht Center. Phone: 206-548-1578 FAX: 206-547-2234,"Current Owner: Woeck Family, LP.",Mooring vessels for repair.,"Via driveway, concrete, 18 feet wide; from N. North- lake Way, dual lane, each asphalt, 24 feet wide; and Stone Way, dual lane, each asphalt, 48 feet wide.",None.,91218,878, ,"Part timber-and-concrete-pile, timber- and concrete-decked pier with row of timber dolphins extending at angle to upper side with one timber float at face in line with lower side of riprap-revetted natural bank.","One 85-ton, diesel mobile-vertical-boat-lift with 22-foot span; and one 35-ton, diesel mobile crane with 100-foot boom.","Additional berthing space of 100 feet is available on upper side of float in 30- to 40-foot depths of water. 
A pair of steel runways at face of a 60- by 28-foot slip serves mobile-vertical-boat-lift, with 120- by 30-foot steel-frame boathouse on lower s",MWL (Mean Water Level),35,40,580,727, , ,01-JAN-1990, 
-13620341.5619,6035934.7304,16998,-122.35361,47.571944,0UMQ,SEA,"TILBURY CEMENT CO., HARBOR ISLAND TERMINAL WHARF","East side of West Waterway, Seattle, north of S.W. Spokane Street Bridge.",Dock,3423 Klickitat Avenue S.W.,Seattle,WA,98134,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,3.0,East,47.571944,-122.35361, ,Current Owner: Tilbury Cement Co. Phone: 206-623-7664,Not used.,"Via driveway, concrete, 20 feet wide; from Klickitat Avenue S.W., dual lane, each asphalt, 20 feet wide.",None.,91210,710, ,"Timber pile, concrete-surfaced timber-decked wharf with one steel-breasting dolphin on north side in line with face.",None.,"At time of '92 survey, wharf was in use for receipt of bulk cement by self-unloading barge; however at time of '00 survey, operation had shut down. When operational, one 8-inch pneumatic pipeline extended from wharf to four cement storage silos at rear;",MLLW (Mean Lower Low Water),13,13,220,220,15,15,01-JAN-1990, 
-13620866.9899,6037676.6451,16999,-122.35833,47.5825,0UMS,SEA,"B P OIL CO., SEATTLE TERMINAL, PIER NO. 11","East side of West Waterway, Seattle, at south of foot of S.W. Florida Street extended.",Dock,1652 S.W. Lander Street.,Seattle,WA,98134,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,3.0,East,47.5825,-122.35833, ,Current Owner and Operator: BP Oil Co. Phone: 206-623-4635 FAX: 206-623-0877,Receipt and shipment of petroleum products; bunkering vessels; and loading harbor-bunkering barges for vessels at berth.,"Via S.W. Florida Street, asphalt, 20 feet wide.",One surface track on east side of property serves a 6-car- capacity tankcar-loading rack; connects with Burlington Northern Santa Fe Railway.,91210,737,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products","Concrete pile, concrete-decked offshore wharf with two concrete-pile mooring dolphins on each side at rear of face, connected by 3-foot-wide steel catwalks. Wharf, fronted by steel-and-timber fender system, has one 85- by 15-foot concrete approach.","One 2- and one 1-ton, electric mast-and-boom derricks, each with 30-foot boom.","Four 8- and one 6-inch pipelines extend from wharf to twenty-three steel storage tanks at three separate locations in rear; total capacity 617,800 barrels. Floating, oil-spill containment booms are available as required.",MLLW (Mean Lower Low Water),32,32,460,460,20,20,01-JAN-1990, 
-13619939.6986,6042399.7006,17001,-122.35,47.611111,0UMT,SEA,"PORT OF SEATTLE, BELL STREET CRUISE TERMINAL, PIER 66","East shore of Elliott Bay, Seattle, at foot of Bell Street extended.",Dock,2203-2225 Alaskan Way.,Seattle,WA,98121,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,3.0,East,47.611111,-122.35, ,Current Owner and Operator: Port of Seattle. Phone: 206-615-3952 FAX: 206-615-3965,Receipt of seafood; and mooring cruise ships and fishing vessels.,"Via Alaskan Way, dual lane, each concrete, 52 feet wide.",None.,91213,905,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Corn | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified","Concrete-and-steel-pile, concrete-decked offshore wharf with approaches on north and south sides; fronted by steel- timber-and-rubber fender system.",None.,"Bell Harbor Marina at rear of south side has thirty-five slips for transient craft.  Passenger terminal for cruise ships composes two levels with an approximate 56,000- square-foot total.  Bell Harbor International Conference and Odyssey Maritime Discove",MLLW (Mean Lower Low Water),30,63,1550,1950,20,20,01-JAN-1990, 
